gamenameID,Period,avg
10,12,9192.63
10,11,7828.96
10,10,4137.7
10,9,3900.81
10,8,4485.12
10,7,5785.36
10,6,8593.97
10,5,6003.51
10,4,8356.92
10,3,10365.44
10,2,16265.71
10,1,19346.91
11,4,53572.39
11,3,55982.74
11,2,51566.79
11,1,38659.84
12,70,61785.58
12,69,63160.05
12,68,56324.05
12,67,56425.6
12,66,41760
12,65,45240.48
12,64,47770.61
12,63,57163.99
12,62,59435.7
12,61,60918.07
12,60,82091.26
12,59,87738.7
12,58,53394.18
12,57,45655.85
12,56,40473.32
12,55,36183.73
12,54,31256.23
12,53,34210.82
12,52,43146.76
12,51,47442.55
12,50,43532.02
12,49,33224.1
12,48,32627.89
12,47,33546.95
12,46,32446.72
12,45,36177.7
12,44,42992.14
12,43,51906.05
12,42,29337.62
12,41,28288.19
12,40,32497.43
12,39,45060.2
12,38,41794.49
12,37,31404.34
12,36,34418.28
12,35,38309.15
12,34,41955.97
12,33,49018.06
12,32,46473.28
12,31,34137.79
12,30,37636.82
12,29,43690.15
12,28,34847.2
12,27,41812.09
12,26,47080.74
12,25,37352.26
12,24,42206.47
12,23,41052.97
12,22,53134.72
12,21,46440.81
12,20,36022.81
12,19,31316.81
12,18,32923.02
12,17,37334.83
12,16,35210.62
12,15,39067.7
12,14,42386.9
12,13,39182.24
12,12,35385.63
12,11,35664.04
12,10,37747.59
12,9,39054.41
12,8,32092.93
12,7,32862.44
12,6,38020.88
12,5,35498.3
12,4,45057.02
12,3,46764.79
12,2,42871.49
12,1,5.28
13,17,59394.05
13,16,44864.92
13,15,67000.69
13,14,99899.97
13,13,50809.4
13,12,53312.41
13,11,64263.74
13,10,68439.75
13,9,77550.23
13,8,51837.42
13,7,66219.64
13,6,77571.4
13,5,63048.62
13,4,65955.1
13,3,92170.98
13,2,107955.77
13,1,165307.82
14,53,41715.13
14,52,36731.49
14,51,32816.95
14,50,33946.42
14,49,32493.92
14,48,31139.08
14,47,33710.97
14,46,37644.69
14,45,39799.04
14,44,41792.36
14,43,43558.23
14,42,35834.93
14,41,30070.95
14,40,32745.53
14,39,29679.81
14,38,23640.35
14,37,24954.09
14,36,21842.94
14,35,22745.93
14,34,26017.47
14,33,21863.4
14,32,23746.31
14,31,24275.05
14,30,35119.27
14,29,41695.61
14,28,26721.18
14,27,26756.61
14,26,20466.88
14,25,18062.55
14,24,16817.78
14,23,16604.36
14,22,17653.15
14,21,16495.24
14,20,17178.07
14,19,18458.56
14,18,23396.86
14,17,33383.23
14,16,24494.88
14,15,20156.27
14,14,16304.86
14,13,15183.7
14,12,14059.3
14,11,15663.95
14,10,16390.29
14,9,14475.75
14,8,15461.46
14,7,16457.99
14,6,17493.03
14,5,18554.36
14,4,22798.32
14,3,24448.75
14,2,40282.56
14,1,85934.24
15,103,26164.82
15,102,29201.19
15,101,30042.9
15,100,31999.64
15,99,29746.94
15,98,28495.77
15,97,31718.94
15,96,30649.83
15,95,29398.47
15,94,35338.15
15,93,25319.54
15,92,21027.94
15,91,18555.42
15,90,20294.08
15,89,24293.44
15,88,28520.82
15,87,11366.29
15,86,9533.44
15,85,10991.91
15,84,14420.25
15,83,9656.1
15,82,9289.78
15,81,7923.24
15,80,7694.13
15,79,8544.67
15,78,9556.7
15,77,13910.37
15,76,14515.53
15,75,12563.07
15,74,12398.73
15,73,16014.57
15,72,23875.53
15,71,25880.28
15,70,26969.03
15,69,28489.83
15,68,31802.64
15,67,33034.63
15,66,32810.9
15,65,36786.11
15,64,37052.26
15,63,43218.68
15,62,36370
15,61,41585.08
15,60,55126.4
15,59,80779.88
15,58,8958.99
15,57,16205.8
15,56,7164.58
15,55,10786.49
15,54,9812.31
15,53,9658.08
15,52,10628.98
15,51,14543.49
15,50,7841.13
15,49,8363.55
15,48,14500.3
15,47,14852.36
15,46,7086.68
15,45,11196.9
15,44,11656.06
15,43,11371.32
15,42,15847.69
15,41,13089.32
15,40,13660.61
15,39,17046.6
15,38,11898.11
15,37,16450.02
15,36,12318.47
15,35,13673.41
15,34,7879.36
15,33,11518.3
15,32,27031.23
15,31,8797.82
15,30,14174.72
15,29,15913.14
15,28,19787.63
15,27,22766.07
15,26,9856.53
15,25,13578.25
15,24,23715.34
15,23,19795.08
15,22,6270.88
15,21,7485.55
15,20,9971.62
15,19,4933.55
15,18,7091.43
15,17,7296.12
15,16,5513.66
15,15,5388.48
15,14,10972.14
15,13,16650.14
15,12,7.49
15,11,13.27
15,10,7.58
15,9,4
15,8,4.06
15,7,5.4
15,6,1.48
15,5,0
15,4,0
15,3,0
15,2,0
15,1,0
16,54,41441.43
16,53,44647.85
16,52,40570.33
16,51,36057.62
16,50,32493.44
16,49,33944.49
16,48,35429.43
16,47,33497.4
16,46,30173.18
16,45,29694.4
16,44,27277.34
16,43,24957.25
16,42,20443.22
16,41,17000.55
16,40,15294.79
16,39,13632.5
16,38,12839.75
16,37,12781.13
16,36,12282.33
16,35,11481.45
16,34,10874.37
16,33,10531.86
16,32,10227.09
16,31,9443.47
16,30,9513.52
16,29,10030.61
16,28,9356.55
16,27,8948.53
16,26,7718.85
16,25,7762.73
16,24,7806.81
16,23,8035.07
16,22,7697.82
16,21,7620.81
16,20,7721.59
16,19,7353.5
16,18,6783.73
16,17,7176.52
16,16,6851.55
16,15,6103.28
16,14,5920.53
16,13,5981.11
16,12,5496.23
16,11,6065.92
16,10,6839.14
16,9,6711.2
16,8,6943.57
16,7,8934.56
16,6,8184.55
16,5,7395.17
16,4,1518.74
16,3,44.33
16,2,44.24
16,1,0.13
17,98,39209.96
17,97,36124.14
17,96,35990.05
17,95,39914.02
17,94,41298.79
17,93,56330.88
17,92,59629.02
17,91,39385.15
17,90,44830.35
17,89,49687.06
17,88,56318.77
17,87,52827.37
17,86,40934.88
17,85,36264.08
17,84,47143.02
17,83,46092.73
17,82,34398.86
17,81,42482.22
17,80,53195.56
17,79,55902.24
17,78,42673.26
17,77,50580.69
17,76,56574.51
17,75,62800.49
17,74,46224.26
17,73,52754.51
17,72,53727.55
17,71,61486.55
17,70,49718.26
17,69,51794.26
17,68,68891.69
17,67,76594.91
17,66,56623.46
17,65,42942.86
17,64,50342.17
17,63,48090.92
17,62,49035.45
17,61,45177.56
17,60,51379.97
17,59,56500.44
17,58,61908.82
17,57,37028.11
17,56,39967.39
17,55,39002.18
17,54,25902.03
17,53,27781.24
17,52,30576.4
17,51,30723.66
17,50,28398.25
17,49,31734.9
17,48,33678.45
17,47,29817.19
17,46,20888.62
17,45,22775.92
17,44,26548.41
17,43,28526.17
17,42,26326.93
17,41,26597.98
17,40,27145.55
17,39,33747.55
17,38,31909.25
17,37,30709.56
17,36,33253.8
17,35,21333.4
17,34,27713.64
17,33,22067.78
17,32,29160.01
17,31,19936.29
17,30,18366.27
17,29,20930.54
17,28,22097.66
17,27,21233.34
17,26,18378.74
17,25,17919.54
17,24,19376.33
17,23,16896.78
17,22,15736.98
17,21,15803.16
17,20,16466.05
17,19,15222.36
17,18,12148.9
17,17,11609.02
17,16,14372.52
17,15,12379
17,14,13652.84
17,13,11660.84
17,12,11115.69
17,11,9220.75
17,10,8937.68
17,9,9716.62
17,8,8831.78
17,7,9605.6
17,6,10774.41
17,5,10338.53
17,4,12329.65
17,3,1960.13
17,2,0
17,1,0
18,98,23637.94
18,97,24090.05
18,96,23951.65
18,95,19963.44
18,94,19126.06
18,93,15842.5
18,92,17248.12
18,91,19619.5
18,90,19808.94
18,89,21015.77
18,88,28667.3
18,87,20550.79
18,86,18775.39
18,85,18884.25
18,84,21789.6
18,83,16751.04
18,82,15735.83
18,81,14632.46
18,80,15450.65
18,79,17600.56
18,78,16294.59
18,77,15017.38
18,76,14678.95
18,75,16045.36
18,74,17181.98
18,73,19168.42
18,72,20117.58
18,71,15594.96
18,70,15744.16
18,69,16386.89
18,68,15699.03
18,67,16256.37
18,66,15569.11
18,65,14985.22
18,64,12691.43
18,63,13970.67
18,62,15830.38
18,61,19978.48
18,60,21311.87
18,59,14238.48
18,58,12165.85
18,57,12762.26
18,56,13770.82
18,55,15847.17
18,54,12879.98
18,53,14125.61
18,52,10963
18,51,9640.58
18,50,11128.42
18,49,14045.22
18,48,12650.52
18,47,9627.76
18,46,9394.55
18,45,8605.78
18,44,9545.62
18,43,10286.94
18,42,8916.16
18,41,8715.03
18,40,7681.8
18,39,8234.14
18,38,9682.49
18,37,13443.43
18,36,11525.04
18,35,8573.88
18,34,8028.5
18,33,7330.84
18,32,8057.18
18,31,7593.97
18,30,8695.34
18,29,7912.64
18,28,5373.96
18,27,5446.55
18,26,6238.86
18,25,7699.35
18,24,8730.33
18,23,5134.44
18,22,4919.26
18,21,4385.56
18,20,4655.67
18,19,4591.98
18,18,4300.72
18,17,3391.42
18,16,2107.86
18,15,1577.08
18,14,1575.11
18,13,2292.69
18,12,2446.96
18,11,1363.69
18,10,1204.41
18,9,1133.11
18,8,1037.07
18,7,1365.65
18,6,488.02
18,5,617.98
18,4,783.62
18,3,948.87
18,2,1003.92
18,1,1235.3
19,63,38304.69
19,62,57166.55
19,61,29620.71
19,60,13803.92
19,59,12060.05
19,58,13509.32
19,57,16653.25
19,56,19955.32
19,55,15209.37
19,54,20487.19
19,53,29951.17
19,52,27388.06
19,51,23697.16
19,50,24356.22
19,49,24148.56
19,48,10855.15
19,47,8932.42
19,46,9272.7
19,45,11018.6
19,44,15367.12
19,43,12358.4
19,42,12474.06
19,41,12541.68
19,40,13166.6
19,39,12724.38
19,38,15249.15
19,37,11160.12
19,36,9503.04
19,35,10052.58
19,34,11765.47
19,33,16887.2
19,32,16584.14
19,31,17362.42
19,30,27545.52
19,29,7529.59
19,28,8053.63
19,27,9034.82
19,26,11707.09
19,25,9824.1
19,24,8676.5
19,23,8141.78
19,22,6869.32
19,21,8847.55
19,20,15538.17
19,19,8904.65
19,18,7882.63
19,17,7653.56
19,16,9693.01
19,15,9887.94
19,14,11798.85
19,13,7975.97
19,12,6878.95
19,11,9257.17
19,10,4372.38
19,9,5507.66
19,8,9299.77
19,7,7569.66
19,6,9654.49
19,5,19843.44
19,4,34947.46
19,3,1594.72
19,2,0.53
19,1,0.6
20,104,27741.26
20,103,28054.43
20,102,24362.55
20,101,24014.45
20,100,22775.04
20,99,22396.92
20,98,28184.07
20,97,29238.95
20,96,29114.99
20,95,31974.56
20,94,38758.97
20,93,32020.84
20,92,24805.03
20,91,26582.47
20,90,24260.67
20,89,21533.76
20,88,20281.2
20,87,21126.43
20,86,27440.08
20,85,30954.39
20,84,29240.97
20,83,24490.16
20,82,25250.17
20,81,25679.06
20,80,26411.74
20,79,29084.3
20,78,25707.03
20,77,24460.87
20,76,22775.26
20,75,22735.23
20,74,31232.3
20,73,34369.55
20,72,30091.8
20,71,24846.09
20,70,25247.24
20,69,26730.24
20,68,28612.59
20,67,31755.37
20,66,28716.43
20,65,26034.59
20,64,25844.08
20,63,26093.66
20,62,34217.31
20,61,34957.69
20,60,32517.43
20,59,27900.38
20,58,30715.42
20,57,28481.79
20,56,31924.18
20,55,34615.14
20,54,31132.16
20,53,26867.82
20,52,26279.18
20,51,26077.93
20,50,36244.91
20,49,38341.36
20,48,34747.04
20,47,29271.56
20,46,30769.9
20,45,30958.2
20,44,34290.27
20,43,37432.83
20,42,32256.64
20,41,26362.12
20,40,25704.15
20,39,25602.28
20,38,36006.78
20,37,34007.61
20,36,31106.29
20,35,27762.35
20,34,29433.28
20,33,30297.82
20,32,34120.43
20,31,36142.6
20,30,32034.15
20,29,26910.72
20,28,26056.85
20,27,26252
20,26,34337.56
20,25,35001.3
20,24,31239.04
20,23,24557.88
20,22,25563.9
20,21,23922.38
20,20,25494.38
20,19,28318.7
20,18,23649.98
20,17,18148.9
20,16,16791.65
20,15,20672.02
20,14,20829.67
20,13,19277.37
20,12,13800.82
20,11,12034.45
20,10,13753.29
20,9,14262.18
20,8,14254.57
20,7,13643.51
20,6,10729.83
20,5,8272.51
20,4,5579.99
20,3,4529.08
20,2,6867.33
20,1,7965.94
21,57,35348.46
21,56,36342.49
21,55,35632.18
21,54,36283.14
21,53,33472.92
21,52,39898.35
21,51,40148.29
21,50,40537.08
21,49,40479.91
21,48,33732.64
21,47,32392.67
21,46,30347.14
21,45,23421.23
21,44,23582.15
21,43,23102.8
21,42,23463.37
21,41,20384.08
21,40,23458.77
21,39,19253.31
21,38,19102.64
21,37,21505.73
21,36,20564.66
21,35,16960.01
21,34,16380.76
21,33,19176.79
21,32,22079.07
21,31,19722.54
21,30,18524.02
21,29,22495.91
21,28,21889.9
21,27,19526.24
21,26,22148.94
21,25,19506.18
21,24,13794.19
21,23,12591.08
21,22,13256.02
21,21,16713.46
21,20,14626.25
21,19,13605.69
21,18,14356.79
21,17,14883.44
21,16,14490.63
21,15,12362.26
21,14,10292.33
21,13,9956.68
21,12,8921.47
21,11,8416.03
21,10,9554.36
21,9,11338.16
21,8,15126.89
21,7,17040.03
21,6,14971.33
21,5,12324.01
21,4,12861.78
21,3,15832.73
21,2,13338.93
21,1,11247.77
22,2,31810.51
22,1,25524.93
23,95,28602.47
23,94,27477.69
23,93,27036.2
23,92,28444.6
23,91,20961.98
23,90,21211.97
23,89,21501.04
23,88,19152.43
23,87,20400.64
23,86,22476.99
23,85,24790.16
23,84,20321.06
23,83,14918.34
23,82,13825.4
23,81,13388.39
23,80,12414.53
23,79,12547.42
23,78,12555.42
23,77,12066.54
23,76,11063.03
23,75,11674.33
23,74,12150.26
23,73,13294.67
23,72,13475.33
23,71,12114.54
23,70,13420.26
23,69,13328.36
23,68,12250.51
23,67,12690.64
23,66,11940.84
23,65,11968.81
23,64,11527.68
23,63,12372.09
23,62,11540.18
23,61,13183.49
23,60,13431.58
23,59,11090.97
23,58,11615.32
23,57,11879.4
23,56,11951.74
23,55,10681.39
23,54,10464.8
23,53,10150.01
23,52,9379.97
23,51,10304.06
23,50,10789.19
23,49,10830.48
23,48,10994.24
23,47,10829.32
23,46,11347.94
23,45,10650.6
23,44,9924.85
23,43,11016.75
23,42,9529.8
23,41,10075.81
23,40,9696.34
23,39,11079.32
23,38,10336.49
23,37,11093.15
23,36,11608.99
23,35,10393.47
23,34,11192.82
23,33,11284.34
23,32,11495.83
23,31,9089.42
23,30,8864.56
23,29,10184.55
23,28,11123.5
23,27,10054.55
23,26,13205.13
23,25,11579.25
23,24,14284.9
23,23,13214.57
23,22,11169.53
23,21,10354.59
23,20,8193.81
23,19,8940.65
23,18,6291.17
23,17,7620.39
23,16,7504.58
23,15,8606.26
23,14,10863.41
23,13,7091.33
23,12,5441.85
23,11,6207.97
23,10,7076.68
23,9,6825.75
23,8,5615.08
23,7,5812.89
23,6,7586.98
23,5,4119.29
23,4,0.05
23,3,0.08
23,2,0
