gameID,gamename,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,XS,S,M,L,XL
1,7 Days to Die,0.0034206693574102,0.0036541648580532,0.0045466817940499,0.0058730673368348,0.0046619397815005,0.0043082700759327,0.0065582341105741,0.0071082545625354,0.0097651224960004,0.0106249143075982,0.0084082713025042,0.0098629502578606,0.0164651323731282,0.0157772095380777,0.0100380967127240,0.0083703568374380,0.0163687943741389,0.0117945023082138,0.0113026322669826,0.0151314469922755,0.0117522675308218,0.0088074284343988,0.0084648326328386,0.0082212315740542,0.0173334406624717,0.0178070362791524,0.0123998177920691,0.0108209174426552,0.0177619957816868,0.0130830230446949,0.0126028724713820,0.0189435763734136,0.0158038266347056,0.0151720926892718,0.0290553666894882,0.0298066541053172,0.0300116206469812,0.0318658043455688,0.0238909050622291,0.0295387450823548,0.0216279056024668,0.0192513862119367,0.0270313500236103,0.0402849757464122,0.0306089907288580,0.0247546944041974,0.0232247575944759,0.0273678874561619,0.0265120931749345,0.0274990859063318,0.0230871283345797,0.0204338110026238,0.0189890886291217,0.0168563689324255,0.0164426866125389,0.0176248382800330,0.0151320428974239,0.0148504777148110,0.0160077255129787,0.0252285383146899,1,0,0,0,0
2,12 is Better Than 6,0.0110383944153578,0.0066816255297931,0.0053602592869609,0.0192720019945151,0.0088506606831214,0.0033345799052605,0.0087883320867614,0.0071989528795812,0.0126464722014460,0.0035838942907006,0.0056532036898529,0.0041448516579407,0.0179444028920469,0.0074233358264772,0.0099414111194216,0.0138369483919222,0.0111007230117178,0.0060271752680130,0.0068187484417851,0.0112690102218898,0.0078471702817253,0.0045375218150087,0.0047993019197208,0.0040139616055846,0.0233171278982797,0.0344614809274495,0.0102779855397656,0.0108389429070057,0.0112503116429818,0.0042258788332087,0.1749626028421840,0.2018573921715280,0.0891111942159062,0.0554101221640489,0.0106893542757417,0.0106893542757417,0.0090002493143854,0.0099227125405136,0.0072488157566692,0.0186736474694590,0.0096484667165295,0.0062951882323610,0.0077287459486412,0.0144477686362503,0.0071989528795812,0.0043380703066567,0.0093804537521815,0.0045125903764647,0.0058214909000249,0.0046621790077288,0.0045312889553727,0.0056594365494889,0.0047245076040888,0.0058526551982049,0.0041635502368487,0.0048740962353528,0.0044003989030167,0.0026863625031164,0.0023123909249564,0.0027112939416604,1,0,0,0,0
3,60 Seconds!,0.0065730606290631,0.0207136223501024,0.0222826755325239,0.0147533405990391,0.0124485286945902,0.0071370716378795,0.0071582750592636,0.0115049764429988,0.0096009092027090,0.0073151803775057,0.0156248012179245,0.0380304565944761,0.0239047372684056,0.0203764879500956,0.0186547701337088,0.0172574646644983,0.0098023417058577,0.0081060679951317,0.0116682427876562,0.0112759794920508,0.0243012412482878,0.0154530535047135,0.0124315659574829,0.0123043454291784,0.0131015940732197,0.0169288116330451,0.0181374066519374,0.0108603924329230,0.0089160386920033,0.0125948323021403,0.0134514505260569,0.0177133382242559,0.0346145854095017,0.0277107514068470,0.0178299570418683,0.0129277260178702,0.0350089690472455,0.0306431845842645,0.0236524165539351,0.0302339585515519,0.0334059903906094,0.0148211915474681,0.0235845656055061,0.0189813028230235,0.0150395867877241,0.0131927687851712,0.0134196453939808,0.0127899037788738,0.0209002124582823,0.0291356213238568,0.0399345238347660,0.0160700730669901,0.0082078444177753,0.0065200520756029,0.0069504815296996,0.0072642921661839,0.0072091632705853,0.0081739189435607,0.0111275555423623,0.0102666966341689,1,0,0,0,0
4,100% Orange Juice,0.0000117121702226,0.0000010647427475,0.0036712329933965,0.0055355975442773,0.0081356993336840,0.0143537969791119,0.0060690336607772,0.0095539366733604,0.0074233864356033,0.0102683790569361,0.0153727557884739,0.0057442871227883,0.0094591745688324,0.0084285035892478,0.0061850906202552,0.0226939269203168,0.0138011954931569,0.0201939109491756,0.0094165848589322,0.0083273530282349,0.0079419161536381,0.0195422883877026,0.0186660051065062,0.0118292919247781,0.0080249660879435,0.0077204496621571,0.0109806919550167,0.0187735441240042,0.0140088203289203,0.0128088552524824,0.0090077236438904,0.0209977917235417,0.0170955095539367,0.0176917654925393,0.0187586377255391,0.0238608849715820,0.0128439917631501,0.0231507015589963,0.0133103490865572,0.0263917784824009,0.0240919341477905,0.0137319872145691,0.0233114777138695,0.0229100696980602,0.0313896809391883,0.0305698290236096,0.0282369776638266,0.0325821928163936,0.0204664850925368,0.0224969495120284,0.0148989452658343,0.0348799076655089,0.0306230661609848,0.0330347084840832,0.0175139534537060,0.0282092943523915,0.0199649912584620,0.0284211781591450,0.0230761695666710,0.0215376162965266,1,0,0,0,0
5,140,0.0553935860058309,0.0252672497570457,0.0326808274330140,0.0193808135499098,0.0116618075801749,0.0114952103290296,0.0100236012772456,0.0114396779119811,0.0116340413716507,0.0674163542968208,0.0304595307510759,0.0174094127446897,0.0117173399972234,0.0091906150215188,0.0112175482437873,0.0103012633624879,0.0094405108982369,0.0089684853533250,0.0403443009857004,0.0193530473413855,0.0206858253505484,0.0141607663473553,0.0143273635985006,0.0160488685270026,0.0148271553519367,0.0115785089546023,0.0121615993336110,0.0118839372483687,0.0124670276273775,0.0076634735526864,0.0102179647369152,0.0100791336942940,0.0073580452589199,0.0069137859225323,0.0059142024156601,0.0079689018464529,0.0053311120366514,0.0071636817992503,0.0081354990975982,0.0084131611828405,0.0076357073441622,0.0060530334582813,0.0049979175343607,0.0043870609468277,0.0876856865195058,0.0402610023601277,0.0179092044981258,0.0145494932666944,0.0148271553519367,0.0178536720810773,0.0258225739275302,0.0160766347355269,0.0123281965847564,0.0099403026516729,0.0118839372483687,0.0108288213244481,0.0146050256837429,0.0248507566291823,0.0119394696654172,0.0074691100930168,1,0,0,0,0
6,A Hat in Time,0.0001128484347922,0.0000799088916637,0.0000847888239790,0.0001030885701615,0.0000774689255060,0.0000982086378462,0.0000634391200994,0.0000548992385476,0.0000548992385476,0.0000573392047052,0.0000792989001243,0.0000738089762695,0.0000695390354936,0.0000786889085848,0.0000500193062322,0.0000725889931907,0.0000738089762695,0.0000933287055309,0.0004818933161397,0.0465478443813984,0.0118588455178127,0.0193660113934220,0.0220066647675597,0.0127951825308183,0.0177464838562689,0.0115733694773653,0.0084111733370258,0.0125005566172797,0.0310125798555174,0.0237378207564261,0.0553054929128133,0.0234108652912984,0.0189475571973817,0.0226715555455246,0.0250401526930821,0.0210959473992096,0.0125158064057652,0.0196161079245831,0.0902128687475105,0.0427872465408905,0.0422779036054770,0.0240879559000517,0.0169974142458644,0.0169693546350512,0.0265462218039036,0.0307081940773481,0.0344291424677940,0.0230027809514282,0.0194648300228076,0.0189798867489708,0.0176403453284103,0.0202767287617721,0.0294979708631441,0.0209391795735793,0.0175116371135932,0.0125609457796820,0.0151040005075130,0.0216681194631830,0.0228539430158104,0.0174634477819793,1,0,0,0,0
7,A Story About My Uncle,0.0019434799656766,0.0034394480971513,0.0009063890483199,0.0019207492058441,0.0010086774675661,0.0024080398697528,0.0012984946554301,0.0049482022810318,0.0023412682627449,0.0033471043853318,0.0020457683849227,0.0041583083768533,0.0028029868218420,0.0071601893472294,0.0024080398697528,0.0033300563154575,0.0045333659140891,0.0025714172060487,0.0078421121422036,0.0053431492331210,0.0050121325430606,0.0050916902024742,0.0185497206957886,0.0060023412682627,0.0049425195910736,0.0175893460928665,0.0100086376887363,0.0137052275064925,0.0047720388923301,0.0065421968142840,0.0047507288049871,0.0052337574514272,0.0045646207088588,0.0063560887181556,0.0038017195819813,0.0044651736345917,0.0057508822376160,0.0072369056616640,0.0065024179845772,0.0053772453728697,0.0036738590579237,0.0032078784813579,0.0068931029191978,0.0057466202201474,0.0049126854687935,0.0035715706386775,0.0031496309092872,0.0027305325248760,0.0028370829615907,0.0057807163598961,0.0036681763679655,0.0022148284111767,0.0021821529439175,0.0018312468390037,0.0042080319139868,0.0031297414944338,0.5908108062032240,0.0747685724514556,0.0304833696078376,0.0321867559227836,1,0,0,0,0
8,AdVenture Capitalist,0.0537116901359598,0.0655325729304218,0.0550632195515498,0.0517760513495273,0.0471010980304749,0.0446414835334225,0.0451303119971687,0.0358854776148293,0.0336090352348610,0.0294732988767153,0.0291689357270471,0.0248326152780048,0.0295098316917968,0.0266010621673511,0.0239861254741934,0.0209440181025410,0.0184087515813375,0.0161685649028091,0.0180135413428382,0.0189757260920090,0.0144320784534583,0.0130846595568851,0.0118344613628994,0.0134825023749794,0.0117766831686301,0.0095172370920119,0.0091991568170857,0.0076764635422134,0.0079218014862251,0.0087901832677213,0.0090786585686055,0.0093518926192029,0.0099191904291230,0.0099070436145004,0.0095110020350764,0.0094639389016148,0.0088635260115260,0.0079326551038537,0.0076734152921561,0.0065195602742261,0.0058582747542037,0.0057766186011516,0.0056111355715217,0.0051919550030259,0.0057403167141047,0.0054221440679645,0.0052338915341182,0.0061191310621438,0.0055192262137312,0.0048168355035411,0.0061448564452038,0.0052098288329077,0.0056692832506465,0.0050235622801594,0.0047187834600289,0.0068448455038335,0.0070897215917759,0.0064067750221033,0.0062750536711392,0.0068582393298432,1,0,0,0,0
9,Age of Empires II (2013),0.0171765466838553,0.0094537077596756,0.0062097900677697,0.0069997674493645,0.0064590755307228,0.0050884898257928,0.0045487331869264,0.0064997602009462,0.0139025330248959,0.0135653646659184,0.0094611231921794,0.0097472185948584,0.0085446492209821,0.0081903117975590,0.0111064807339381,0.0110584140340601,0.0134008890368709,0.0115118577108106,0.0090772576501376,0.0097566716011582,0.0143739808373199,0.0172796946819257,0.0129528900245264,0.0115414526351274,0.0111587561928047,0.0110215372886360,0.0146490532997906,0.0129516875219582,0.0114621542713259,0.0106398429317868,0.0112869897305613,0.0219116677688494,0.0215242615248013,0.0224057293101249,0.0198407245265029,0.0168149608421740,0.0153015445544237,0.0145718927183326,0.0173339409088902,0.0228285759770851,0.0166029529588344,0.0161488412251016,0.0172976988175993,0.0185109237003436,0.0247550852998537,0.0298352244133675,0.0261773452123663,0.0232391972012688,0.0223296042169895,0.0211951432524608,0.0237668286059060,0.0282011570346100,0.0254154596268782,0.0252135728068207,0.0240337507731925,0.0255148999086967,0.0327371971388723,0.0340861377975751,0.0320438876026194,0.0292851128912751,1,0,0,0,0
10,Age of EmpiresÆ III (2007),0.0181030422638170,0.0064243446984706,0.0043093960099288,0.0036669140309386,0.0097350985197101,0.0105723679855522,0.0164066491262910,0.0081060100016248,0.0117062528683645,0.0123484181197338,0.0089827120562686,0.0069895451379618,0.0083356375267754,0.0070270773610381,0.0102089230405725,0.0075813506976084,0.0080100415324929,0.0167040563623136,0.0161683115915658,0.0118335773719652,0.0115480474217263,0.0102938060429730,0.0110805574532819,0.0144659006292428,0.0145914831309285,0.0209714859624735,0.0209048147982746,0.0125196093988288,0.0129853573653583,0.0207325149725065,0.0228111983484555,0.0160869125929952,0.0139746560892310,0.0127552547487764,0.0126732222949640,0.0199571657565498,0.0173433710650948,0.0144109483870171,0.0128455221207321,0.0134626658900505,0.0172925362819408,0.0291267471091478,0.0324175470902709,0.0284340638022454,0.0214323246508791,0.0181134942753066,0.0181177700981887,0.0236790320297141,0.0332057237748738,0.0224722997940954,0.0201019102792999,0.0199228008096825,0.0227673315729612,0.0315891459978139,0.0351770364873387,0.0260734928436978,0.0230995788472825,0.0227174469726699,0.0206636267149613,0.0239618697951754,1,0,0,0,0
