gamename,Period,avg
Counter-Strike: Global Offensive,104,741013.24
Counter-Strike: Global Offensive,103,743209.66
Counter-Strike: Global Offensive,102,717803.75
Counter-Strike: Global Offensive,101,668754.58
Counter-Strike: Global Offensive,100,613666.69
Counter-Strike: Global Offensive,99,606850.32
Counter-Strike: Global Offensive,98,639957.66
Counter-Strike: Global Offensive,97,625900.81
Counter-Strike: Global Offensive,96,671647.46
Counter-Strike: Global Offensive,95,768795.25
Counter-Strike: Global Offensive,94,857604.22
Counter-Strike: Global Offensive,93,671033.29
Counter-Strike: Global Offensive,92,543979.15
Counter-Strike: Global Offensive,91,501196
Counter-Strike: Global Offensive,90,456701.56
Counter-Strike: Global Offensive,89,426080.81
Counter-Strike: Global Offensive,88,408995.31
Counter-Strike: Global Offensive,87,410925.6
Counter-Strike: Global Offensive,86,415097.3
Counter-Strike: Global Offensive,85,393782.83
Counter-Strike: Global Offensive,84,389376.72
Counter-Strike: Global Offensive,83,364417.31
Counter-Strike: Global Offensive,82,351989.92
Counter-Strike: Global Offensive,81,390240.16
Counter-Strike: Global Offensive,80,371358.96
Counter-Strike: Global Offensive,79,401366.87
Counter-Strike: Global Offensive,78,395509.26
Counter-Strike: Global Offensive,77,310085.43
Counter-Strike: Global Offensive,76,325907.82
Counter-Strike: Global Offensive,75,333163.99
Counter-Strike: Global Offensive,74,283531.31
Counter-Strike: Global Offensive,73,273307.26
Counter-Strike: Global Offensive,72,266862.24
Counter-Strike: Global Offensive,71,262170.88
Counter-Strike: Global Offensive,70,289076.7
Counter-Strike: Global Offensive,69,354270.33
Counter-Strike: Global Offensive,68,382457.1
Counter-Strike: Global Offensive,67,382030.53
Counter-Strike: Global Offensive,66,340876.88
Counter-Strike: Global Offensive,65,321131.4
Counter-Strike: Global Offensive,64,341861.26
Counter-Strike: Global Offensive,63,354402.09
Counter-Strike: Global Offensive,62,374425.69
Counter-Strike: Global Offensive,61,377589.04
Counter-Strike: Global Offensive,60,374388.04
Counter-Strike: Global Offensive,59,371829.34
Counter-Strike: Global Offensive,58,392199.19
Counter-Strike: Global Offensive,57,386908.72
Counter-Strike: Global Offensive,56,402385.71
Counter-Strike: Global Offensive,55,393109.53
Counter-Strike: Global Offensive,54,342195.7
Counter-Strike: Global Offensive,53,329045.26
Counter-Strike: Global Offensive,52,333076.46
Counter-Strike: Global Offensive,51,322525.89
Counter-Strike: Global Offensive,50,347229.25
Counter-Strike: Global Offensive,49,353777.56
Counter-Strike: Global Offensive,48,334311.06
Counter-Strike: Global Offensive,47,338738.39
Counter-Strike: Global Offensive,46,375795.87
Counter-Strike: Global Offensive,45,379426.95
Counter-Strike: Global Offensive,44,376285.02
Counter-Strike: Global Offensive,43,365371.09
Counter-Strike: Global Offensive,42,377447.11
Counter-Strike: Global Offensive,41,360925.88
Counter-Strike: Global Offensive,40,362766.09
Counter-Strike: Global Offensive,39,355905.33
Counter-Strike: Global Offensive,38,357535.24
Counter-Strike: Global Offensive,37,329532.38
Counter-Strike: Global Offensive,36,344156.01
Counter-Strike: Global Offensive,35,317286.29
Counter-Strike: Global Offensive,34,291748.74
Counter-Strike: Global Offensive,33,267996.31
Counter-Strike: Global Offensive,32,239934.64
Counter-Strike: Global Offensive,31,234070.68
Counter-Strike: Global Offensive,30,183589.5
Counter-Strike: Global Offensive,29,147329.07
Counter-Strike: Global Offensive,28,133537.7
Counter-Strike: Global Offensive,27,131034.68
Counter-Strike: Global Offensive,26,133185.79
Counter-Strike: Global Offensive,25,106138
Counter-Strike: Global Offensive,24,84163.62
Counter-Strike: Global Offensive,23,84925.02
Counter-Strike: Global Offensive,22,78880.53
Counter-Strike: Global Offensive,21,70143.33
Counter-Strike: Global Offensive,20,59791.37
Counter-Strike: Global Offensive,19,55627.35
Counter-Strike: Global Offensive,18,46788.27
Counter-Strike: Global Offensive,17,29890.52
Counter-Strike: Global Offensive,16,27902.14
Counter-Strike: Global Offensive,15,27678.91
Counter-Strike: Global Offensive,14,25961.85
Counter-Strike: Global Offensive,13,20492.52
Counter-Strike: Global Offensive,12,18119.84
Counter-Strike: Global Offensive,11,18710.34
Counter-Strike: Global Offensive,10,16006
Counter-Strike: Global Offensive,9,15959.89
Counter-Strike: Global Offensive,8,17372.73
Counter-Strike: Global Offensive,7,16164.22
Counter-Strike: Global Offensive,6,14079.39
Counter-Strike: Global Offensive,5,14134.1
Counter-Strike: Global Offensive,4,10739.48
Counter-Strike: Global Offensive,3,16000.75
Counter-Strike: Global Offensive,2,15475.39
Counter-Strike: Global Offensive,1,932.57
Dota 2,104,404832.13
Dota 2,103,432671.65
Dota 2,102,422552.32
Dota 2,101,425904.83
Dota 2,100,406361.36
Dota 2,99,408609.78
Dota 2,98,429717.12
Dota 2,97,450213.99
Dota 2,96,457184.42
Dota 2,95,484189.02
Dota 2,94,493300.27
Dota 2,93,437147.36
Dota 2,92,405978.65
Dota 2,91,378925.43
Dota 2,90,384179.76
Dota 2,89,401931.8
Dota 2,88,388355.86
Dota 2,87,421971.24
Dota 2,86,467148.29
Dota 2,85,464787.61
Dota 2,84,507528.44
Dota 2,83,548523.18
Dota 2,82,520218.98
Dota 2,81,586505.85
Dota 2,80,564909.67
Dota 2,79,475747
Dota 2,78,439367.83
Dota 2,77,461073.48
Dota 2,76,431173.91
Dota 2,75,466470.74
Dota 2,74,476101.08
Dota 2,73,441714.35
Dota 2,72,473900
Dota 2,71,474325.87
Dota 2,70,430340.94
Dota 2,69,437262.35
Dota 2,68,438847.72
Dota 2,67,486861.91
Dota 2,66,513074.33
Dota 2,65,487381.24
Dota 2,64,466126.79
Dota 2,63,491450.16
Dota 2,62,556496.3
Dota 2,61,498444.38
Dota 2,60,555289.07
Dota 2,59,567526.42
Dota 2,58,540278.03
Dota 2,57,548435.44
Dota 2,56,591567.25
Dota 2,55,580281.47
Dota 2,54,593920.6
Dota 2,53,584251.33
Dota 2,52,639355.14
Dota 2,51,622583.9
Dota 2,50,666013.05
Dota 2,49,638212.65
Dota 2,48,640226.98
Dota 2,47,623798.67
Dota 2,46,656944.37
Dota 2,45,672554.89
Dota 2,44,709178.26
Dota 2,43,612174.78
Dota 2,42,573344.25
Dota 2,41,539536.33
Dota 2,40,521941.72
Dota 2,39,508156.85
Dota 2,38,606943.98
Dota 2,37,554991.01
Dota 2,36,568448.32
Dota 2,35,580348.42
Dota 2,34,526061.73
Dota 2,33,571713.15
Dota 2,32,628970.41
Dota 2,31,558504.33
Dota 2,30,523940.32
Dota 2,29,528789.8
Dota 2,28,495693.04
Dota 2,27,477998.45
Dota 2,26,490883.89
Dota 2,25,537018.66
Dota 2,24,513783.06
Dota 2,23,482387.24
Dota 2,22,421710.21
Dota 2,21,409755.56
Dota 2,20,421114.2
Dota 2,19,393860.32
Dota 2,18,366606.49
Dota 2,17,348246.37
Dota 2,16,329677.64
Dota 2,15,312424.76
Dota 2,14,330720.07
Dota 2,13,237800.08
Dota 2,12,210224.82
Dota 2,11,194363.84
Dota 2,10,174835.73
Dota 2,9,180878.9
Dota 2,8,166972.97
Dota 2,7,147748.14
Dota 2,6,121924.42
Dota 2,5,101077.43
Dota 2,4,75965.44
Dota 2,3,61867.68
Dota 2,2,55768.61
Dota 2,1,52721.05
PLAYERUNKNOWN'S BATTLEGROUNDS,48,198957.52
PLAYERUNKNOWN'S BATTLEGROUNDS,47,201247.19
PLAYERUNKNOWN'S BATTLEGROUNDS,46,189233.58
PLAYERUNKNOWN'S BATTLEGROUNDS,45,179520.26
PLAYERUNKNOWN'S BATTLEGROUNDS,44,162585.64
PLAYERUNKNOWN'S BATTLEGROUNDS,43,169093.71
PLAYERUNKNOWN'S BATTLEGROUNDS,42,192492.61
PLAYERUNKNOWN'S BATTLEGROUNDS,41,211700.3
PLAYERUNKNOWN'S BATTLEGROUNDS,40,230329.74
PLAYERUNKNOWN'S BATTLEGROUNDS,39,243258.78
PLAYERUNKNOWN'S BATTLEGROUNDS,38,242847.28
PLAYERUNKNOWN'S BATTLEGROUNDS,37,228467.17
PLAYERUNKNOWN'S BATTLEGROUNDS,36,257584.32
PLAYERUNKNOWN'S BATTLEGROUNDS,35,275363.04
PLAYERUNKNOWN'S BATTLEGROUNDS,34,308445.45
PLAYERUNKNOWN'S BATTLEGROUNDS,33,305659.39
PLAYERUNKNOWN'S BATTLEGROUNDS,32,287133.41
PLAYERUNKNOWN'S BATTLEGROUNDS,31,311444.31
PLAYERUNKNOWN'S BATTLEGROUNDS,30,358530.96
PLAYERUNKNOWN'S BATTLEGROUNDS,29,352888.88
PLAYERUNKNOWN'S BATTLEGROUNDS,28,363083.37
PLAYERUNKNOWN'S BATTLEGROUNDS,27,385840.59
PLAYERUNKNOWN'S BATTLEGROUNDS,26,390100.9
PLAYERUNKNOWN'S BATTLEGROUNDS,25,417812.51
PLAYERUNKNOWN'S BATTLEGROUNDS,24,437959.1
PLAYERUNKNOWN'S BATTLEGROUNDS,23,497803.25
PLAYERUNKNOWN'S BATTLEGROUNDS,22,473541.26
PLAYERUNKNOWN'S BATTLEGROUNDS,21,418159.48
PLAYERUNKNOWN'S BATTLEGROUNDS,20,469141.74
PLAYERUNKNOWN'S BATTLEGROUNDS,19,542607.05
PLAYERUNKNOWN'S BATTLEGROUNDS,18,619320.48
PLAYERUNKNOWN'S BATTLEGROUNDS,17,688620.42
PLAYERUNKNOWN'S BATTLEGROUNDS,16,800668.23
PLAYERUNKNOWN'S BATTLEGROUNDS,15,876180.64
PLAYERUNKNOWN'S BATTLEGROUNDS,14,1107181.8
PLAYERUNKNOWN'S BATTLEGROUNDS,13,1295408.59
PLAYERUNKNOWN'S BATTLEGROUNDS,12,1391015.3
PLAYERUNKNOWN'S BATTLEGROUNDS,11,1584886.77
PLAYERUNKNOWN'S BATTLEGROUNDS,10,1436158.51
PLAYERUNKNOWN'S BATTLEGROUNDS,9,1334170.09
PLAYERUNKNOWN'S BATTLEGROUNDS,8,1086638.87
PLAYERUNKNOWN'S BATTLEGROUNDS,7,660192.74
PLAYERUNKNOWN'S BATTLEGROUNDS,6,389527.42
PLAYERUNKNOWN'S BATTLEGROUNDS,5,229701.7
PLAYERUNKNOWN'S BATTLEGROUNDS,4,139902.24
PLAYERUNKNOWN'S BATTLEGROUNDS,3,107441.6
PLAYERUNKNOWN'S BATTLEGROUNDS,2,69794.98
PLAYERUNKNOWN'S BATTLEGROUNDS,1,17551.14
Apex Legends,4,120982.64
Apex Legends,3,71766.74
Apex Legends,2,64469.75
Apex Legends,1,74957.26
Rust,87,117742.27
Rust,86,142117.25
Rust,85,61171.65
Rust,84,55408.03
Rust,83,48550.8
Rust,82,46430.53
Rust,81,53287.65
Rust,80,58238.72
Rust,79,50417.72
Rust,78,57344.65
Rust,77,67504.05
Rust,76,58442.03
Rust,75,50075.2
Rust,74,51620.39
Rust,73,49094.84
Rust,72,43507.96
Rust,71,46704.38
Rust,70,49636.12
Rust,69,58531.24
Rust,68,62259.96
Rust,67,45132.57
Rust,66,35780.66
Rust,65,38200.78
Rust,64,40725.29
Rust,63,42431.42
Rust,62,46201.3
Rust,61,42622.28
Rust,60,37706.36
Rust,59,31820.22
Rust,58,27319.2
Rust,57,31488.28
Rust,56,36659.19
Rust,55,30308.9
Rust,54,23893.78
Rust,53,26047.04
Rust,52,29074.81
Rust,51,33507.28
Rust,50,34668.81
Rust,49,32974
Rust,48,28147.23
Rust,47,25760.5
Rust,46,21595.41
Rust,45,25558.02
Rust,44,29563.1
Rust,43,29285.43
Rust,42,25380.27
Rust,41,28588.81
Rust,40,32438.98
Rust,39,36403.55
Rust,38,33999.91
Rust,37,28974.92
Rust,36,22879.2
Rust,35,24406.17
Rust,34,26269.79
Rust,33,30432.53
Rust,32,30949.75
Rust,31,25360.97
Rust,30,25497.88
Rust,29,25605.94
Rust,28,27267.6
Rust,27,32394.57
Rust,26,27647.06
Rust,25,18474.06
Rust,24,13061.63
Rust,23,13106.11
Rust,22,12410.86
Rust,21,14870.06
Rust,20,13817.71
Rust,19,13735.65
Rust,18,13819.82
Rust,17,8136.74
Rust,16,8270.49
Rust,15,9372.69
Rust,14,10591.06
Rust,13,6151.4
Rust,12,5384.12
Rust,11,6372.55
Rust,10,6346.7
Rust,9,8740.55
Rust,8,10132.47
Rust,7,11938.23
Rust,6,13150.96
Rust,5,17658.98
Rust,4,24874.13
Rust,3,34753.45
Rust,2,24874.82
Rust,1,9205.77
Team Fortress 2,104,101230.91
Team Fortress 2,103,83148.17
Team Fortress 2,102,82423.51
Team Fortress 2,101,70304.79
Team Fortress 2,100,73594.08
Team Fortress 2,99,68866.24
Team Fortress 2,98,66943.58
Team Fortress 2,97,69301.89
Team Fortress 2,96,65169.91
Team Fortress 2,95,66393.8
Team Fortress 2,94,67187.12
Team Fortress 2,93,67978.93
Team Fortress 2,92,60109.05
Team Fortress 2,91,59597.88
Team Fortress 2,90,61695.9
Team Fortress 2,89,50315.89
Team Fortress 2,88,51993.93
Team Fortress 2,87,48332.88
Team Fortress 2,86,45544.88
Team Fortress 2,85,49538.99
Team Fortress 2,84,43002.54
Team Fortress 2,83,39076.92
Team Fortress 2,82,42505.05
Team Fortress 2,81,45940.01
Team Fortress 2,80,47707.59
Team Fortress 2,79,50511.29
Team Fortress 2,78,50592.4
Team Fortress 2,77,53084.17
Team Fortress 2,76,48766.22
Team Fortress 2,75,41002.12
Team Fortress 2,74,43632.35
Team Fortress 2,73,46149.36
Team Fortress 2,72,44207.43
Team Fortress 2,71,38847.02
Team Fortress 2,70,39180.46
Team Fortress 2,69,36781.88
Team Fortress 2,68,37715.11
Team Fortress 2,67,53432.1
Team Fortress 2,66,51816.11
Team Fortress 2,65,52270.09
Team Fortress 2,64,54963.29
Team Fortress 2,63,50985.18
Team Fortress 2,62,52992.48
Team Fortress 2,61,51861.41
Team Fortress 2,60,52408.06
Team Fortress 2,59,50126.01
Team Fortress 2,58,51733.52
Team Fortress 2,57,49483.19
Team Fortress 2,56,51787.36
Team Fortress 2,55,52436.19
Team Fortress 2,54,50140.76
Team Fortress 2,53,46904.24
Team Fortress 2,52,45910.06
Team Fortress 2,51,48541.21
Team Fortress 2,50,53742.49
Team Fortress 2,49,54459.35
Team Fortress 2,48,51362.73
Team Fortress 2,47,49804.41
Team Fortress 2,46,51434.75
Team Fortress 2,45,52754.37
Team Fortress 2,44,52864.72
Team Fortress 2,43,52763.52
Team Fortress 2,42,52972.94
Team Fortress 2,41,52145.23
Team Fortress 2,40,55256.59
Team Fortress 2,39,55776.77
Team Fortress 2,38,60484.79
Team Fortress 2,37,60778.74
Team Fortress 2,36,56344.56
Team Fortress 2,35,55586.91
Team Fortress 2,34,54533.01
Team Fortress 2,33,54117.72
Team Fortress 2,32,56469.57
Team Fortress 2,31,58550.38
Team Fortress 2,30,58391.58
Team Fortress 2,29,56732.74
Team Fortress 2,28,57976.98
Team Fortress 2,27,55091.58
Team Fortress 2,26,59228.78
Team Fortress 2,25,56704.31
Team Fortress 2,24,53342.72
Team Fortress 2,23,47900.26
Team Fortress 2,22,49671.2
Team Fortress 2,21,49145.6
Team Fortress 2,20,49817.43
Team Fortress 2,19,50662.31
Team Fortress 2,18,47901.53
Team Fortress 2,17,44536.35
Team Fortress 2,16,42808.16
Team Fortress 2,15,43714.36
Team Fortress 2,14,50324.72
Team Fortress 2,13,48700.77
Team Fortress 2,12,50739.88
Team Fortress 2,11,44632.91
Team Fortress 2,10,41942.51
Team Fortress 2,9,43336.2
Team Fortress 2,8,43210.75
Team Fortress 2,7,44255.06
Team Fortress 2,6,43623.98
Team Fortress 2,5,42498.53
Team Fortress 2,4,46978.7
Team Fortress 2,3,50699.07
Team Fortress 2,2,61561.37
Team Fortress 2,1,45566.9
Grand Theft Auto V,71,90647.64
Grand Theft Auto V,70,101250.59
Grand Theft Auto V,69,106914.27
Grand Theft Auto V,68,76718.34
Grand Theft Auto V,67,67193.03
Grand Theft Auto V,66,68047.03
Grand Theft Auto V,65,88398.36
Grand Theft Auto V,64,83654.72
Grand Theft Auto V,63,99752.85
Grand Theft Auto V,62,141369.88
Grand Theft Auto V,61,126086.73
Grand Theft Auto V,60,116386.37
Grand Theft Auto V,59,142724.48
Grand Theft Auto V,58,111300.2
Grand Theft Auto V,57,97777.69
Grand Theft Auto V,56,68842.93
Grand Theft Auto V,55,58656.08
Grand Theft Auto V,54,66131.62
Grand Theft Auto V,53,97648
Grand Theft Auto V,52,92617.62
Grand Theft Auto V,51,56717.73
Grand Theft Auto V,50,55410.52
Grand Theft Auto V,49,48502.28
Grand Theft Auto V,48,60229.66
Grand Theft Auto V,47,58124.22
Grand Theft Auto V,46,59851.2
Grand Theft Auto V,45,55641.33
Grand Theft Auto V,44,43009.38
Grand Theft Auto V,43,43265.97
Grand Theft Auto V,42,49147.67
Grand Theft Auto V,41,68312.15
Grand Theft Auto V,40,80395.34
Grand Theft Auto V,39,48927.49
Grand Theft Auto V,38,41278.73
Grand Theft Auto V,37,42779.52
Grand Theft Auto V,36,46028.18
Grand Theft Auto V,35,53395.68
Grand Theft Auto V,34,77566.84
Grand Theft Auto V,33,78066.93
Grand Theft Auto V,32,41915.16
Grand Theft Auto V,31,39774.46
Grand Theft Auto V,30,45842.92
Grand Theft Auto V,29,54028.65
Grand Theft Auto V,28,60840.07
Grand Theft Auto V,27,60285.4
Grand Theft Auto V,26,42879.64
Grand Theft Auto V,25,49108.33
Grand Theft Auto V,24,48616.89
Grand Theft Auto V,23,53270.99
Grand Theft Auto V,22,63178.67
Grand Theft Auto V,21,61843.72
Grand Theft Auto V,20,42991.3
Grand Theft Auto V,19,42084.49
Grand Theft Auto V,18,31643.93
Grand Theft Auto V,17,38791.87
Grand Theft Auto V,16,45166.12
Grand Theft Auto V,15,40152.83
Grand Theft Auto V,14,25230.19
Grand Theft Auto V,13,31671.3
Grand Theft Auto V,12,34000.43
Grand Theft Auto V,11,40013.1
Grand Theft Auto V,10,46993.33
Grand Theft Auto V,9,43874.72
Grand Theft Auto V,8,34465.84
Grand Theft Auto V,7,30924.76
Grand Theft Auto V,6,25387.81
Grand Theft Auto V,5,30918.06
Grand Theft Auto V,4,37657.07
Grand Theft Auto V,3,46953.24
Grand Theft Auto V,2,93361.62
Grand Theft Auto V,1,192714.01
Tom Clancy's Rainbow Six Siege,63,72382.76
Tom Clancy's Rainbow Six Siege,62,77717.42
Tom Clancy's Rainbow Six Siege,61,70721.5
Tom Clancy's Rainbow Six Siege,60,55307.46
Tom Clancy's Rainbow Six Siege,59,62956.21
Tom Clancy's Rainbow Six Siege,58,75543.34
Tom Clancy's Rainbow Six Siege,57,68205.26
Tom Clancy's Rainbow Six Siege,56,76279.2
Tom Clancy's Rainbow Six Siege,55,70200.51
Tom Clancy's Rainbow Six Siege,54,80099.3
Tom Clancy's Rainbow Six Siege,53,108514.57
Tom Clancy's Rainbow Six Siege,52,119877.88
Tom Clancy's Rainbow Six Siege,51,97667.34
Tom Clancy's Rainbow Six Siege,50,94185.78
Tom Clancy's Rainbow Six Siege,49,78228.73
Tom Clancy's Rainbow Six Siege,48,66499.28
Tom Clancy's Rainbow Six Siege,47,65632.48
Tom Clancy's Rainbow Six Siege,46,77922.76
Tom Clancy's Rainbow Six Siege,45,73956.28
Tom Clancy's Rainbow Six Siege,44,77411.07
Tom Clancy's Rainbow Six Siege,43,78059.34
Tom Clancy's Rainbow Six Siege,42,59172.09
Tom Clancy's Rainbow Six Siege,41,61351.45
Tom Clancy's Rainbow Six Siege,40,69588.02
Tom Clancy's Rainbow Six Siege,39,72997.66
Tom Clancy's Rainbow Six Siege,38,79175.76
Tom Clancy's Rainbow Six Siege,37,70865.32
Tom Clancy's Rainbow Six Siege,36,57902.93
Tom Clancy's Rainbow Six Siege,35,62428.64
Tom Clancy's Rainbow Six Siege,34,73676.87
Tom Clancy's Rainbow Six Siege,33,73816.38
Tom Clancy's Rainbow Six Siege,32,68241
Tom Clancy's Rainbow Six Siege,31,66376.81
Tom Clancy's Rainbow Six Siege,30,63092.81
Tom Clancy's Rainbow Six Siege,29,64263.44
Tom Clancy's Rainbow Six Siege,28,83112.29
Tom Clancy's Rainbow Six Siege,27,68796.24
Tom Clancy's Rainbow Six Siege,26,63474.82
Tom Clancy's Rainbow Six Siege,25,59411.66
Tom Clancy's Rainbow Six Siege,24,41483.67
Tom Clancy's Rainbow Six Siege,23,31618.81
Tom Clancy's Rainbow Six Siege,22,36448.87
Tom Clancy's Rainbow Six Siege,21,33923.18
Tom Clancy's Rainbow Six Siege,20,28378.64
Tom Clancy's Rainbow Six Siege,19,24083.72
Tom Clancy's Rainbow Six Siege,18,23804.07
Tom Clancy's Rainbow Six Siege,17,24975.95
Tom Clancy's Rainbow Six Siege,16,26079.63
Tom Clancy's Rainbow Six Siege,15,30568.27
Tom Clancy's Rainbow Six Siege,14,20706.7
Tom Clancy's Rainbow Six Siege,13,17176.87
Tom Clancy's Rainbow Six Siege,12,15355.49
Tom Clancy's Rainbow Six Siege,11,10591.93
Tom Clancy's Rainbow Six Siege,10,10411.69
Tom Clancy's Rainbow Six Siege,9,13971.23
Tom Clancy's Rainbow Six Siege,8,10854.23
Tom Clancy's Rainbow Six Siege,7,9002.74
Tom Clancy's Rainbow Six Siege,6,7069.7
Tom Clancy's Rainbow Six Siege,5,7643.56
Tom Clancy's Rainbow Six Siege,4,6125.46
Tom Clancy's Rainbow Six Siege,3,9263.47
Tom Clancy's Rainbow Six Siege,2,10244.29
Tom Clancy's Rainbow Six Siege,1,7941.45
Rocket League,69,53723.01
Rocket League,68,59449.16
Rocket League,67,65765.07
Rocket League,66,67550.39
Rocket League,65,72355.61
Rocket League,64,53108.19
Rocket League,63,41201.98
Rocket League,62,41893.27
Rocket League,61,41136.6
Rocket League,60,45615.55
Rocket League,59,54133.15
Rocket League,58,48445.13
Rocket League,57,40592.15
Rocket League,56,41923.12
Rocket League,55,39973.71
Rocket League,54,32519.97
Rocket League,53,33048.79
Rocket League,52,30338.37
Rocket League,51,31006.72
Rocket League,50,34768.81
Rocket League,49,35466.57
Rocket League,48,34608.96
Rocket League,47,32594.36
Rocket League,46,31435.93
Rocket League,45,31841.03
Rocket League,44,34320.88
Rocket League,43,35315.53
Rocket League,42,32858.99
Rocket League,41,34714.24
Rocket League,40,35890.2
Rocket League,39,30807.02
Rocket League,38,36623.52
Rocket League,37,32067.31
Rocket League,36,27809.87
Rocket League,35,30214.75
Rocket League,34,31200.08
Rocket League,33,32428.13
Rocket League,32,32583.13
Rocket League,31,35983.93
Rocket League,30,30787.97
Rocket League,29,36249.81
Rocket League,28,31315.43
Rocket League,27,30287.68
Rocket League,26,35005.62
Rocket League,25,32661.75
Rocket League,24,33273.94
Rocket League,23,34683.2
Rocket League,22,33763.69
Rocket League,21,33265.25
Rocket League,20,35232.83
Rocket League,19,35187.88
Rocket League,18,29231.05
Rocket League,17,31774.27
Rocket League,16,32689.19
Rocket League,15,27556.29
Rocket League,14,29447.91
Rocket League,13,26120.83
Rocket League,12,25541.31
Rocket League,11,29199.3
Rocket League,10,24542.79
Rocket League,9,25698.97
Rocket League,8,24187.59
Rocket League,7,20397.42
Rocket League,6,16276.41
Rocket League,5,16709.27
Rocket League,4,17439.88
Rocket League,3,19144.34
Rocket League,2,10789.62
Rocket League,1,1.92
Path of Exile,89,46919.9
Path of Exile,88,47685.61
Path of Exile,87,12697.63
Path of Exile,86,17842.89
Path of Exile,85,38437.27
Path of Exile,84,32050.11
Path of Exile,83,18829.49
Path of Exile,82,34840.9
Path of Exile,81,30079.25
Path of Exile,80,18854.3
Path of Exile,79,39235.06
Path of Exile,78,42332.85
Path of Exile,77,17581.66
Path of Exile,76,39978.76
Path of Exile,75,41688.04
Path of Exile,74,12076.74
Path of Exile,73,14907.46
Path of Exile,72,25260.17
Path of Exile,71,10943.65
Path of Exile,70,26414.26
Path of Exile,69,48491.09
Path of Exile,68,13104.09
Path of Exile,67,18953.84
Path of Exile,66,35984.73
Path of Exile,65,14212.75
Path of Exile,64,36766.27
Path of Exile,63,51321.88
Path of Exile,62,14546.23
Path of Exile,61,19520.61
Path of Exile,60,36108.86
Path of Exile,59,13004.31
Path of Exile,58,19985.68
Path of Exile,57,42051.05
Path of Exile,56,15657
Path of Exile,55,21416.57
Path of Exile,54,36504.62
Path of Exile,53,12815.64
Path of Exile,52,26181.87
Path of Exile,51,30957.38
Path of Exile,50,10933.53
Path of Exile,49,14870.82
Path of Exile,48,28679.63
Path of Exile,47,46477.36
Path of Exile,46,9032.2
Path of Exile,45,10099.82
Path of Exile,44,10923.39
Path of Exile,43,17342.3
Path of Exile,42,28219.33
Path of Exile,41,10793.92
Path of Exile,40,16478.72
Path of Exile,39,23766
Path of Exile,38,8549.98
Path of Exile,37,11993.74
Path of Exile,36,16543.96
Path of Exile,35,5043.76
Path of Exile,34,7425.06
Path of Exile,33,11733.93
Path of Exile,32,5700.75
Path of Exile,31,10619.47
Path of Exile,30,16752.61
Path of Exile,29,5953.71
Path of Exile,28,9702.54
Path of Exile,27,9699.81
Path of Exile,26,4745.88
Path of Exile,25,5819.86
Path of Exile,24,5676.56
Path of Exile,23,11254.87
Path of Exile,22,13529.23
Path of Exile,21,4032.39
Path of Exile,20,5417.41
Path of Exile,19,5249.5
Path of Exile,18,4873.11
Path of Exile,17,5473.61
Path of Exile,16,7171.77
Path of Exile,15,6516.11
Path of Exile,14,4336.33
Path of Exile,13,5839.72
Path of Exile,12,9192.63
Path of Exile,11,7828.96
Path of Exile,10,4137.7
Path of Exile,9,3900.81
Path of Exile,8,4485.12
Path of Exile,7,5785.36
Path of Exile,6,8593.97
Path of Exile,5,6003.51
Path of Exile,4,8356.92
Path of Exile,3,10365.44
Path of Exile,2,16265.71
Path of Exile,1,19346.91
Football Manager 2021,4,53572.39
Football Manager 2021,3,55982.74
Football Manager 2021,2,51566.79
Football Manager 2021,1,38659.84
ARK: Survival Evolved,70,61785.58
ARK: Survival Evolved,69,63160.05
ARK: Survival Evolved,68,56324.05
ARK: Survival Evolved,67,56425.6
ARK: Survival Evolved,66,41760
ARK: Survival Evolved,65,45240.48
ARK: Survival Evolved,64,47770.61
ARK: Survival Evolved,63,57163.99
ARK: Survival Evolved,62,59435.7
ARK: Survival Evolved,61,60918.07
ARK: Survival Evolved,60,82091.26
ARK: Survival Evolved,59,87738.7
ARK: Survival Evolved,58,53394.18
ARK: Survival Evolved,57,45655.85
ARK: Survival Evolved,56,40473.32
ARK: Survival Evolved,55,36183.73
ARK: Survival Evolved,54,31256.23
ARK: Survival Evolved,53,34210.82
ARK: Survival Evolved,52,43146.76
ARK: Survival Evolved,51,47442.55
ARK: Survival Evolved,50,43532.02
ARK: Survival Evolved,49,33224.1
ARK: Survival Evolved,48,32627.89
ARK: Survival Evolved,47,33546.95
ARK: Survival Evolved,46,32446.72
ARK: Survival Evolved,45,36177.7
ARK: Survival Evolved,44,42992.14
ARK: Survival Evolved,43,51906.05
ARK: Survival Evolved,42,29337.62
ARK: Survival Evolved,41,28288.19
ARK: Survival Evolved,40,32497.43
ARK: Survival Evolved,39,45060.2
ARK: Survival Evolved,38,41794.49
ARK: Survival Evolved,37,31404.34
ARK: Survival Evolved,36,34418.28
ARK: Survival Evolved,35,38309.15
ARK: Survival Evolved,34,41955.97
ARK: Survival Evolved,33,49018.06
ARK: Survival Evolved,32,46473.28
ARK: Survival Evolved,31,34137.79
ARK: Survival Evolved,30,37636.82
ARK: Survival Evolved,29,43690.15
ARK: Survival Evolved,28,34847.2
ARK: Survival Evolved,27,41812.09
ARK: Survival Evolved,26,47080.74
ARK: Survival Evolved,25,37352.26
ARK: Survival Evolved,24,42206.47
ARK: Survival Evolved,23,41052.97
ARK: Survival Evolved,22,53134.72
ARK: Survival Evolved,21,46440.81
ARK: Survival Evolved,20,36022.81
