gamename,Period,avg
Caster,2,0.27
Caster,1,1.1
F.E.A.R. 2: Project Origin,104,39.15
F.E.A.R. 2: Project Origin,103,44.03
F.E.A.R. 2: Project Origin,102,40.56
F.E.A.R. 2: Project Origin,101,48.88
F.E.A.R. 2: Project Origin,100,52.39
F.E.A.R. 2: Project Origin,99,46.88
F.E.A.R. 2: Project Origin,98,40.08
F.E.A.R. 2: Project Origin,97,39.68
F.E.A.R. 2: Project Origin,96,40.68
F.E.A.R. 2: Project Origin,95,47.66
F.E.A.R. 2: Project Origin,94,72.85
F.E.A.R. 2: Project Origin,93,52.37
F.E.A.R. 2: Project Origin,92,35.38
F.E.A.R. 2: Project Origin,91,39.74
F.E.A.R. 2: Project Origin,90,43.61
F.E.A.R. 2: Project Origin,89,50.86
F.E.A.R. 2: Project Origin,88,35.78
F.E.A.R. 2: Project Origin,87,30.83
F.E.A.R. 2: Project Origin,86,35.41
F.E.A.R. 2: Project Origin,85,38
F.E.A.R. 2: Project Origin,84,36.25
F.E.A.R. 2: Project Origin,83,33.83
F.E.A.R. 2: Project Origin,82,33.18
F.E.A.R. 2: Project Origin,81,35.31
F.E.A.R. 2: Project Origin,80,39.94
F.E.A.R. 2: Project Origin,79,44.68
F.E.A.R. 2: Project Origin,78,45.75
F.E.A.R. 2: Project Origin,77,42.88
F.E.A.R. 2: Project Origin,76,56.47
F.E.A.R. 2: Project Origin,75,41.4
F.E.A.R. 2: Project Origin,74,34.32
F.E.A.R. 2: Project Origin,73,41.44
F.E.A.R. 2: Project Origin,72,35.7
F.E.A.R. 2: Project Origin,71,33.4
F.E.A.R. 2: Project Origin,70,34.4
F.E.A.R. 2: Project Origin,69,36.94
F.E.A.R. 2: Project Origin,68,42.86
F.E.A.R. 2: Project Origin,67,42.75
F.E.A.R. 2: Project Origin,66,44.6
F.E.A.R. 2: Project Origin,65,43.76
F.E.A.R. 2: Project Origin,64,64.84
F.E.A.R. 2: Project Origin,63,40.1
F.E.A.R. 2: Project Origin,62,38.77
F.E.A.R. 2: Project Origin,61,43.28
F.E.A.R. 2: Project Origin,60,39.52
F.E.A.R. 2: Project Origin,59,40.29
F.E.A.R. 2: Project Origin,58,53.03
F.E.A.R. 2: Project Origin,57,44.09
F.E.A.R. 2: Project Origin,56,44.34
F.E.A.R. 2: Project Origin,55,49.25
F.E.A.R. 2: Project Origin,54,47.71
F.E.A.R. 2: Project Origin,53,56.08
F.E.A.R. 2: Project Origin,52,50.4
F.E.A.R. 2: Project Origin,51,54.68
F.E.A.R. 2: Project Origin,50,41.14
F.E.A.R. 2: Project Origin,49,45.59
F.E.A.R. 2: Project Origin,48,44.91
F.E.A.R. 2: Project Origin,47,52.43
F.E.A.R. 2: Project Origin,46,52.16
F.E.A.R. 2: Project Origin,45,51.32
F.E.A.R. 2: Project Origin,44,50.33
F.E.A.R. 2: Project Origin,43,53.33
F.E.A.R. 2: Project Origin,42,49.71
F.E.A.R. 2: Project Origin,41,55.74
F.E.A.R. 2: Project Origin,40,59.75
F.E.A.R. 2: Project Origin,39,68.9
F.E.A.R. 2: Project Origin,38,45.23
F.E.A.R. 2: Project Origin,37,42.83
F.E.A.R. 2: Project Origin,36,44.47
F.E.A.R. 2: Project Origin,35,43.43
F.E.A.R. 2: Project Origin,34,44.52
F.E.A.R. 2: Project Origin,33,54.82
F.E.A.R. 2: Project Origin,32,57.62
F.E.A.R. 2: Project Origin,31,59.52
F.E.A.R. 2: Project Origin,30,55.21
F.E.A.R. 2: Project Origin,29,69.7
F.E.A.R. 2: Project Origin,28,63.96
F.E.A.R. 2: Project Origin,27,72.83
F.E.A.R. 2: Project Origin,26,49.2
F.E.A.R. 2: Project Origin,25,54.66
F.E.A.R. 2: Project Origin,24,52.58
F.E.A.R. 2: Project Origin,23,58.12
F.E.A.R. 2: Project Origin,22,59.39
F.E.A.R. 2: Project Origin,21,62.3
F.E.A.R. 2: Project Origin,20,69.69
F.E.A.R. 2: Project Origin,19,86.53
F.E.A.R. 2: Project Origin,18,121.05
F.E.A.R. 2: Project Origin,17,319.89
F.E.A.R. 2: Project Origin,16,45.56
F.E.A.R. 2: Project Origin,15,46.27
F.E.A.R. 2: Project Origin,14,45.01
F.E.A.R. 2: Project Origin,13,54.59
F.E.A.R. 2: Project Origin,12,57.01
F.E.A.R. 2: Project Origin,11,45.68
F.E.A.R. 2: Project Origin,10,48.62
F.E.A.R. 2: Project Origin,9,58.37
F.E.A.R. 2: Project Origin,8,67.32
F.E.A.R. 2: Project Origin,7,89.6
F.E.A.R. 2: Project Origin,6,96.16
F.E.A.R. 2: Project Origin,5,88.25
F.E.A.R. 2: Project Origin,4,66.15
F.E.A.R. 2: Project Origin,3,67.36
F.E.A.R. 2: Project Origin,2,83.66
F.E.A.R. 2: Project Origin,1,121.24
Floating Point,81,5.91
Floating Point,80,5.66
Floating Point,79,5.11
Floating Point,78,5.95
Floating Point,77,5.78
Floating Point,76,5.52
Floating Point,75,5.61
Floating Point,74,6.27
Floating Point,73,5.56
Floating Point,72,6.46
Floating Point,71,6.28
Floating Point,70,4.95
Floating Point,69,5.2
Floating Point,68,5.93
Floating Point,67,6.02
Floating Point,66,7.24
Floating Point,65,3
Floating Point,64,2.62
Floating Point,63,2.75
Floating Point,62,3.19
Floating Point,61,3.51
Floating Point,60,9.08
Floating Point,59,3.12
Floating Point,58,3.03
Floating Point,57,3.32
Floating Point,56,3.96
Floating Point,55,3.6
Floating Point,54,7.25
Floating Point,53,4.73
Floating Point,52,5.06
Floating Point,51,5.93
Floating Point,50,5.91
Floating Point,49,6.52
Floating Point,48,7.11
Floating Point,47,5.75
Floating Point,46,5.67
Floating Point,45,5.45
Floating Point,44,6.71
Floating Point,43,7.83
Floating Point,42,11.33
Floating Point,41,14.35
Floating Point,40,13.05
Floating Point,39,11.31
Floating Point,38,9.88
Floating Point,37,9.19
Floating Point,36,8.83
Floating Point,35,8.58
Floating Point,34,8.52
Floating Point,33,9.83
Floating Point,32,8.69
Floating Point,31,8.77
Floating Point,30,9.43
Floating Point,29,9.81
Floating Point,28,10.92
Floating Point,27,15.69
Floating Point,26,16.26
Floating Point,25,11.82
Floating Point,24,10.61
Floating Point,23,9.99
Floating Point,22,11.88
Floating Point,21,12.61
Floating Point,20,14.29
Floating Point,19,16.46
Floating Point,18,20.17
Floating Point,17,10.89
Floating Point,16,11.22
Floating Point,15,12.91
Floating Point,14,12.64
Floating Point,13,12.72
Floating Point,12,11.56
Floating Point,11,11.65
Floating Point,10,15.09
Floating Point,9,15.68
Floating Point,8,15.26
Floating Point,7,15.55
Floating Point,6,19.63
Floating Point,5,20.92
Floating Point,4,28.62
Floating Point,3,42.29
Floating Point,2,55.29
Floating Point,1,70.28
There's Poop In My Soup,60,3.85
There's Poop In My Soup,59,5.22
There's Poop In My Soup,58,5.93
There's Poop In My Soup,57,3.97
There's Poop In My Soup,56,3.9
There's Poop In My Soup,55,4.44
There's Poop In My Soup,54,3.81
There's Poop In My Soup,53,4.9
There's Poop In My Soup,52,6.48
There's Poop In My Soup,51,3.41
There's Poop In My Soup,50,3.59
There's Poop In My Soup,49,4.5
There's Poop In My Soup,48,3.22
There's Poop In My Soup,47,3.07
There's Poop In My Soup,46,5.3
There's Poop In My Soup,45,5.32
There's Poop In My Soup,44,4.46
There's Poop In My Soup,43,3.61
There's Poop In My Soup,42,4.45
There's Poop In My Soup,41,7.55
There's Poop In My Soup,40,5.57
There's Poop In My Soup,39,7.3
There's Poop In My Soup,38,6.55
There's Poop In My Soup,37,14.55
There's Poop In My Soup,36,6.77
There's Poop In My Soup,35,5.25
There's Poop In My Soup,34,7.07
There's Poop In My Soup,33,5.47
There's Poop In My Soup,32,5.18
There's Poop In My Soup,31,6.95
There's Poop In My Soup,30,22.79
There's Poop In My Soup,29,27.54
There's Poop In My Soup,28,16.74
There's Poop In My Soup,27,18.83
There's Poop In My Soup,26,32.53
There's Poop In My Soup,25,80.8
There's Poop In My Soup,24,109.03
There's Poop In My Soup,23,110.02
There's Poop In My Soup,22,233.19
There's Poop In My Soup,21,16.33
There's Poop In My Soup,20,12.01
There's Poop In My Soup,19,8.54
There's Poop In My Soup,18,15.82
There's Poop In My Soup,17,9.26
There's Poop In My Soup,16,15.7
There's Poop In My Soup,15,8.93
There's Poop In My Soup,14,10.53
There's Poop In My Soup,13,6.87
There's Poop In My Soup,12,11.66
There's Poop In My Soup,11,9.44
There's Poop In My Soup,10,11.77
There's Poop In My Soup,9,7.87
There's Poop In My Soup,8,7.01
There's Poop In My Soup,7,9.82
There's Poop In My Soup,6,10
There's Poop In My Soup,5,14.74
There's Poop In My Soup,4,15.09
There's Poop In My Soup,3,20.33
There's Poop In My Soup,2,21.23
There's Poop In My Soup,1,61.69
Heat Signature,58,46.12
Heat Signature,57,80.34
Heat Signature,56,68.68
Heat Signature,55,48.65
Heat Signature,54,43.77
Heat Signature,53,45.9
Heat Signature,52,50.57
Heat Signature,51,75.63
Heat Signature,50,53.3
Heat Signature,49,52.25
Heat Signature,48,54.52
Heat Signature,47,53.23
Heat Signature,46,52.62
Heat Signature,45,80.56
Heat Signature,44,80.95
Heat Signature,43,58.67
Heat Signature,42,54.24
Heat Signature,41,63.1
Heat Signature,40,68.15
Heat Signature,39,128.85
Heat Signature,38,168.9
Heat Signature,37,49.04
Heat Signature,36,51.87
Heat Signature,35,61.06
Heat Signature,34,63.83
Heat Signature,33,82.04
Heat Signature,32,94.37
Heat Signature,31,91.84
Heat Signature,30,189.38
Heat Signature,29,126.47
Heat Signature,28,49.78
Heat Signature,27,107.25
Heat Signature,26,67.11
Heat Signature,25,57.1
Heat Signature,24,72.21
Heat Signature,23,116.18
Heat Signature,22,269.26
Heat Signature,21,150.16
Heat Signature,20,239.27
Heat Signature,19,217.05
Heat Signature,18,437.46
Heat Signature,17,649.46
Heat Signature,16,0.05
Heat Signature,15,0.02
Heat Signature,14,0.01
Heat Signature,13,0.01
Heat Signature,12,0.12
Heat Signature,11,0.12
Heat Signature,10,0.02
Heat Signature,9,0
Heat Signature,8,0
Heat Signature,7,0.02
Heat Signature,6,0.11
Heat Signature,5,0.04
Heat Signature,4,0.07
Heat Signature,3,0.53
Heat Signature,2,0.75
Heat Signature,1,6.15
Danganronpa V3: Killing Harmony,44,642.58
Danganronpa V3: Killing Harmony,43,778.97
Danganronpa V3: Killing Harmony,42,626.97
Danganronpa V3: Killing Harmony,41,668.02
Danganronpa V3: Killing Harmony,40,339.36
Danganronpa V3: Killing Harmony,39,398.79
Danganronpa V3: Killing Harmony,38,537.48
Danganronpa V3: Killing Harmony,37,724.07
Danganronpa V3: Killing Harmony,36,436.34
Danganronpa V3: Killing Harmony,35,487.8
Danganronpa V3: Killing Harmony,34,337.48
Danganronpa V3: Killing Harmony,33,390.27
Danganronpa V3: Killing Harmony,32,331.8
Danganronpa V3: Killing Harmony,31,321.62
Danganronpa V3: Killing Harmony,30,232.41
Danganronpa V3: Killing Harmony,29,185.1
Danganronpa V3: Killing Harmony,28,190.13
Danganronpa V3: Killing Harmony,27,275.78
Danganronpa V3: Killing Harmony,26,460.73
Danganronpa V3: Killing Harmony,25,293.35
Danganronpa V3: Killing Harmony,24,199.53
Danganronpa V3: Killing Harmony,23,222.43
Danganronpa V3: Killing Harmony,22,153.99
Danganronpa V3: Killing Harmony,21,172.18
Danganronpa V3: Killing Harmony,20,215.9
Danganronpa V3: Killing Harmony,19,214.82
Danganronpa V3: Killing Harmony,18,207.46
Danganronpa V3: Killing Harmony,17,171.2
Danganronpa V3: Killing Harmony,16,131.11
Danganronpa V3: Killing Harmony,15,218.32
Danganronpa V3: Killing Harmony,14,309.17
Danganronpa V3: Killing Harmony,13,290.86
Danganronpa V3: Killing Harmony,12,197.21
Danganronpa V3: Killing Harmony,11,145.15
Danganronpa V3: Killing Harmony,10,167.17
Danganronpa V3: Killing Harmony,9,213.12
Danganronpa V3: Killing Harmony,8,211.63
Danganronpa V3: Killing Harmony,7,360.06
Danganronpa V3: Killing Harmony,6,300.11
Danganronpa V3: Killing Harmony,5,299.68
Danganronpa V3: Killing Harmony,4,1216.29
Danganronpa V3: Killing Harmony,3,560.15
Danganronpa V3: Killing Harmony,2,1.01
Danganronpa V3: Killing Harmony,1,0.64
Medieval Engineers,73,65.68
Medieval Engineers,72,77.28
Medieval Engineers,71,66.41
Medieval Engineers,70,69.83
Medieval Engineers,69,71.4
Medieval Engineers,68,68.55
Medieval Engineers,67,68.99
Medieval Engineers,66,64.65
Medieval Engineers,65,70.92
Medieval Engineers,64,97.19
Medieval Engineers,63,140.03
Medieval Engineers,62,123.95
Medieval Engineers,61,103.52
Medieval Engineers,60,117.41
Medieval Engineers,59,102.13
Medieval Engineers,58,96.25
Medieval Engineers,57,93.38
Medieval Engineers,56,108.51
Medieval Engineers,55,113.89
Medieval Engineers,54,143.52
Medieval Engineers,53,124.67
Medieval Engineers,52,144.06
Medieval Engineers,51,154.05
Medieval Engineers,50,221.68
Medieval Engineers,49,246.84
Medieval Engineers,48,242.76
Medieval Engineers,47,243.28
Medieval Engineers,46,210.5
Medieval Engineers,45,217.21
Medieval Engineers,44,255.49
Medieval Engineers,43,255.75
Medieval Engineers,42,242.17
Medieval Engineers,41,184.59
Medieval Engineers,40,173.62
Medieval Engineers,39,246.37
Medieval Engineers,38,228.24
Medieval Engineers,37,258.25
Medieval Engineers,36,322.03
Medieval Engineers,35,460.68
Medieval Engineers,34,238.78
Medieval Engineers,33,192.82
Medieval Engineers,32,281.77
Medieval Engineers,31,179.52
Medieval Engineers,30,146.42
Medieval Engineers,29,158.47
Medieval Engineers,28,209.96
Medieval Engineers,27,178.39
Medieval Engineers,26,112.62
Medieval Engineers,25,115.3
Medieval Engineers,24,144.27
Medieval Engineers,23,101.94
Medieval Engineers,22,77.36
Medieval Engineers,21,101.91
Medieval Engineers,20,35.57
Medieval Engineers,19,36.66
Medieval Engineers,18,36.8
Medieval Engineers,17,40
Medieval Engineers,16,49.83
Medieval Engineers,15,47.05
Medieval Engineers,14,44.22
Medieval Engineers,13,46.34
Medieval Engineers,12,70.84
Medieval Engineers,11,68.37
Medieval Engineers,10,74.2
Medieval Engineers,9,69.05
Medieval Engineers,8,71.33
Medieval Engineers,7,96.81
Medieval Engineers,6,112.73
Medieval Engineers,5,191.68
Medieval Engineers,4,192.63
Medieval Engineers,3,153.13
Medieval Engineers,2,370.19
Medieval Engineers,1,563.87
"Gremlins, Inc.",65,161.31
"Gremlins, Inc.",64,164.42
"Gremlins, Inc.",63,147.45
"Gremlins, Inc.",62,157.53
"Gremlins, Inc.",61,146.04
"Gremlins, Inc.",60,131.57
"Gremlins, Inc.",59,130.42
"Gremlins, Inc.",58,166.13
"Gremlins, Inc.",57,133.8
"Gremlins, Inc.",56,196.39
"Gremlins, Inc.",55,195.32
"Gremlins, Inc.",54,213.89
"Gremlins, Inc.",53,305.76
"Gremlins, Inc.",52,195.77
"Gremlins, Inc.",51,165.04
"Gremlins, Inc.",50,256.47
"Gremlins, Inc.",49,98.29
"Gremlins, Inc.",48,87.34
"Gremlins, Inc.",47,142.46
"Gremlins, Inc.",46,100.2
"Gremlins, Inc.",45,98.85
"Gremlins, Inc.",44,99.63
"Gremlins, Inc.",43,112.61
"Gremlins, Inc.",42,245.81
"Gremlins, Inc.",41,122.27
"Gremlins, Inc.",40,139.8
"Gremlins, Inc.",39,151.07
"Gremlins, Inc.",38,157.74
"Gremlins, Inc.",37,301.6
"Gremlins, Inc.",36,85.19
"Gremlins, Inc.",35,137.15
"Gremlins, Inc.",34,118.32
"Gremlins, Inc.",33,107.7
"Gremlins, Inc.",32,78.63
"Gremlins, Inc.",31,99.08
"Gremlins, Inc.",30,189.49
"Gremlins, Inc.",29,120.86
"Gremlins, Inc.",28,134.23
"Gremlins, Inc.",27,138.23
"Gremlins, Inc.",26,132.61
"Gremlins, Inc.",25,156.07
"Gremlins, Inc.",24,120.53
"Gremlins, Inc.",23,102.46
"Gremlins, Inc.",22,152.91
"Gremlins, Inc.",21,136.37
"Gremlins, Inc.",20,174.52
"Gremlins, Inc.",19,146.35
"Gremlins, Inc.",18,250.84
"Gremlins, Inc.",17,116.73
"Gremlins, Inc.",16,141.15
"Gremlins, Inc.",15,99.29
"Gremlins, Inc.",14,96.95
"Gremlins, Inc.",13,74.03
"Gremlins, Inc.",12,82.12
"Gremlins, Inc.",11,55.96
"Gremlins, Inc.",10,79.13
"Gremlins, Inc.",9,80.74
"Gremlins, Inc.",8,69.27
"Gremlins, Inc.",7,107.71
"Gremlins, Inc.",6,170.48
"Gremlins, Inc.",5,23.38
"Gremlins, Inc.",4,27.88
"Gremlins, Inc.",3,17.78
"Gremlins, Inc.",2,8.97
"Gremlins, Inc.",1,6.51
Hard Reset,104,4.53
Hard Reset,103,5.81
Hard Reset,102,4.55
Hard Reset,101,5.23
Hard Reset,100,6.23
Hard Reset,99,5.27
Hard Reset,98,5.21
Hard Reset,97,6.97
Hard Reset,96,7.36
Hard Reset,95,10.28
Hard Reset,94,7.75
Hard Reset,93,7.4
Hard Reset,92,5.8
Hard Reset,91,8.34
Hard Reset,90,5.38
Hard Reset,89,5.71
Hard Reset,88,5.11
Hard Reset,87,5.73
Hard Reset,86,6.22
Hard Reset,85,6.25
Hard Reset,84,6.68
Hard Reset,83,6.69
Hard Reset,82,8.44
Hard Reset,81,7.76
Hard Reset,80,9.96
Hard Reset,79,8.55
Hard Reset,78,9.36
Hard Reset,77,14.36
Hard Reset,76,13.7
Hard Reset,75,14.61
Hard Reset,74,7.43
Hard Reset,73,7.83
Hard Reset,72,13.73
Hard Reset,71,6.74
Hard Reset,70,6.61
Hard Reset,69,8.44
Hard Reset,68,8.2
Hard Reset,67,8.58
Hard Reset,66,9.9
Hard Reset,65,10.32
Hard Reset,64,11.89
Hard Reset,63,15.85
Hard Reset,62,8.16
Hard Reset,61,10.78
Hard Reset,60,12.66
Hard Reset,59,24.89
Hard Reset,58,9.41
Hard Reset,57,12.48
Hard Reset,56,29.91
Hard Reset,55,14.02
Hard Reset,54,21.4
Hard Reset,53,24.6
Hard Reset,52,36.39
Hard Reset,51,15.44
Hard Reset,50,19.91
Hard Reset,49,15.84
Hard Reset,48,27.42
Hard Reset,47,30.71
Hard Reset,46,12.29
Hard Reset,45,15.3
Hard Reset,44,25.76
Hard Reset,43,28.44
Hard Reset,42,25.48
Hard Reset,41,27.27
Hard Reset,40,9.61
Hard Reset,39,9.38
Hard Reset,38,10.66
Hard Reset,37,12.07
Hard Reset,36,15.38
Hard Reset,35,10.77
Hard Reset,34,12.26
Hard Reset,33,12.26
Hard Reset,32,14.19
Hard Reset,31,16.92
Hard Reset,30,19.71
Hard Reset,29,13.72
Hard Reset,28,11.47
Hard Reset,27,14.56
Hard Reset,26,16.55
Hard Reset,25,18.93
Hard Reset,24,25.55
Hard Reset,23,18.45
Hard Reset,22,18.94
Hard Reset,21,22.29
Hard Reset,20,35.32
Hard Reset,19,45.3
Hard Reset,18,73.33
Hard Reset,17,17.35
Hard Reset,16,21.17
Hard Reset,15,37.08
Hard Reset,14,11.25
Hard Reset,13,13.37
Hard Reset,12,9.35
Hard Reset,11,10.37
Hard Reset,10,12.96
Hard Reset,9,16.77
Hard Reset,8,17.3
Hard Reset,7,21.57
Hard Reset,6,24.06
Hard Reset,5,16.32
Hard Reset,4,15.02
Hard Reset,3,18.53
Hard Reset,2,31.63
Hard Reset,1,71.16
The Surge,48,56.94
The Surge,47,69.73
The Surge,46,70.53
The Surge,45,64.58
The Surge,44,66.6
The Surge,43,179.55
The Surge,42,114.64
The Surge,41,121.65
The Surge,40,81.15
The Surge,39,161.93
The Surge,38,88.44
The Surge,37,122.39
The Surge,36,79.02
The Surge,35,80.06
The Surge,34,89.33
The Surge,33,79.03
The Surge,32,124.54
The Surge,31,336.95
The Surge,30,251.69
The Surge,29,148.56
The Surge,28,122.2
The Surge,27,72.63
The Surge,26,151.72
The Surge,25,71.1
The Surge,24,89.16
The Surge,23,122.12
The Surge,22,116.34
The Surge,21,99.97
The Surge,20,225.8
The Surge,19,257.39
The Surge,18,282.42
The Surge,17,125.5
The Surge,16,113.89
The Surge,15,112.21
The Surge,14,223.8
The Surge,13,241.4
The Surge,12,99.22
The Surge,11,151.7
The Surge,10,209.07
The Surge,9,79.27
The Surge,8,129.33
The Surge,7,142.26
The Surge,6,114.01
The Surge,5,172.8
The Surge,4,317.17
The Surge,3,943.98
The Surge,2,1.79
The Surge,1,3.01
Ni no Kuniô II: Revenant Kingdom,36,337.18
Ni no Kuniô II: Revenant Kingdom,35,421.37
Ni no Kuniô II: Revenant Kingdom,34,426.69
Ni no Kuniô II: Revenant Kingdom,33,258.57
Ni no Kuniô II: Revenant Kingdom,32,272.7
Ni no Kuniô II: Revenant Kingdom,31,461.35
Ni no Kuniô II: Revenant Kingdom,30,240.45
Ni no Kuniô II: Revenant Kingdom,29,514.68
Ni no Kuniô II: Revenant Kingdom,28,353.38
Ni no Kuniô II: Revenant Kingdom,27,435.55
Ni no Kuniô II: Revenant Kingdom,26,252.26
Ni no Kuniô II: Revenant Kingdom,25,252.56
Ni no Kuniô II: Revenant Kingdom,24,383.62
Ni no Kuniô II: Revenant Kingdom,23,551.03
Ni no Kuniô II: Revenant Kingdom,22,376.24
Ni no Kuniô II: Revenant Kingdom,21,202.61
Ni no Kuniô II: Revenant Kingdom,20,210.31
Ni no Kuniô II: Revenant Kingdom,19,433
Ni no Kuniô II: Revenant Kingdom,18,215.4
Ni no Kuniô II: Revenant Kingdom,17,355.72
Ni no Kuniô II: Revenant Kingdom,16,452.57
Ni no Kuniô II: Revenant Kingdom,15,505.62
Ni no Kuniô II: Revenant Kingdom,14,227.51
Ni no Kuniô II: Revenant Kingdom,13,286.23
Ni no Kuniô II: Revenant Kingdom,12,451.18
Ni no Kuniô II: Revenant Kingdom,11,441.9
Ni no Kuniô II: Revenant Kingdom,10,506.65
Ni no Kuniô II: Revenant Kingdom,9,492.7
Ni no Kuniô II: Revenant Kingdom,8,232.69
Ni no Kuniô II: Revenant Kingdom,7,337.9
Ni no Kuniô II: Revenant Kingdom,6,738.04
Ni no Kuniô II: Revenant Kingdom,5,955.51
Ni no Kuniô II: Revenant Kingdom,4,756.88
Ni no Kuniô II: Revenant Kingdom,3,511.63
Ni no Kuniô II: Revenant Kingdom,2,2142.65
Ni no Kuniô II: Revenant Kingdom,1,5985.49
HunieCam Studio,59,90.96
HunieCam Studio,58,78.15
HunieCam Studio,57,78.29
HunieCam Studio,56,62.97
HunieCam Studio,55,53.43
HunieCam Studio,54,54.77
HunieCam Studio,53,58.55
HunieCam Studio,52,77.48
HunieCam Studio,51,61.85
HunieCam Studio,50,59.12
HunieCam Studio,49,63.44
HunieCam Studio,48,63.64
HunieCam Studio,47,58.21
HunieCam Studio,46,72.82
HunieCam Studio,45,69.68
HunieCam Studio,44,55.98
HunieCam Studio,43,50.34
HunieCam Studio,42,60.28
HunieCam Studio,41,60.38
HunieCam Studio,40,73.14
HunieCam Studio,39,68.29
HunieCam Studio,38,62.71
HunieCam Studio,37,58.22
HunieCam Studio,36,60.32
HunieCam Studio,35,68.37
HunieCam Studio,34,76.16
HunieCam Studio,33,75.74
HunieCam Studio,32,66.56
HunieCam Studio,31,56.82
HunieCam Studio,30,69.13
HunieCam Studio,29,71.99
HunieCam Studio,28,92.3
HunieCam Studio,27,92.43
HunieCam Studio,26,80.26
HunieCam Studio,25,78.5
HunieCam Studio,24,88.09
HunieCam Studio,23,106.44
HunieCam Studio,22,111.51
HunieCam Studio,21,106.42
HunieCam Studio,20,100.48
HunieCam Studio,19,102.32
HunieCam Studio,18,248.47
HunieCam Studio,17,74.77
HunieCam Studio,16,126.09
HunieCam Studio,15,111.56
HunieCam Studio,14,74.45
HunieCam Studio,13,81.81
HunieCam Studio,12,80.36
HunieCam Studio,11,101.98
HunieCam Studio,10,94.21
HunieCam Studio,9,86.03
HunieCam Studio,8,69.23
HunieCam Studio,7,65.82
HunieCam Studio,6,76.04
HunieCam Studio,5,86.72
HunieCam Studio,4,159.41
HunieCam Studio,3,188.27
HunieCam Studio,2,313.5
HunieCam Studio,1,783.14
Mad Games Tycoon,74,48.27
Mad Games Tycoon,73,50.4
Mad Games Tycoon,72,43.83
Mad Games Tycoon,71,44.58
Mad Games Tycoon,70,49.83
Mad Games Tycoon,69,39.66
Mad Games Tycoon,68,46.41
Mad Games Tycoon,67,47.9
Mad Games Tycoon,66,45.86
Mad Games Tycoon,65,50.66
Mad Games Tycoon,64,66.28
Mad Games Tycoon,63,50.57
Mad Games Tycoon,62,53.54
Mad Games Tycoon,61,64.93
Mad Games Tycoon,60,47.6
Mad Games Tycoon,59,50.24
Mad Games Tycoon,58,42.87
Mad Games Tycoon,57,43.14
Mad Games Tycoon,56,52.38
Mad Games Tycoon,55,52.13
Mad Games Tycoon,54,56.3
Mad Games Tycoon,53,60.02
Mad Games Tycoon,52,65.64
Mad Games Tycoon,51,74.07
Mad Games Tycoon,50,65.5
Mad Games Tycoon,49,65.61
Mad Games Tycoon,48,63.47
Mad Games Tycoon,47,59.12
Mad Games Tycoon,46,63.86
Mad Games Tycoon,45,65.15
Mad Games Tycoon,44,86.55
Mad Games Tycoon,43,84.9
Mad Games Tycoon,42,84.62
Mad Games Tycoon,41,104.7
Mad Games Tycoon,40,70.73
Mad Games Tycoon,39,100.03
Mad Games Tycoon,38,82.04
Mad Games Tycoon,37,99.89
Mad Games Tycoon,36,101.87
Mad Games Tycoon,35,178.58
Mad Games Tycoon,34,69.61
Mad Games Tycoon,33,72.49
Mad Games Tycoon,32,88.21
Mad Games Tycoon,31,88.39
Mad Games Tycoon,30,86.09
Mad Games Tycoon,29,92.27
Mad Games Tycoon,28,86.56
Mad Games Tycoon,27,79.05
Mad Games Tycoon,26,106.67
Mad Games Tycoon,25,111.93
Mad Games Tycoon,24,102.31
Mad Games Tycoon,23,110
Mad Games Tycoon,22,225.86
Mad Games Tycoon,21,417.23
Mad Games Tycoon,20,101.69
Mad Games Tycoon,19,111.13
Mad Games Tycoon,18,107.26
Mad Games Tycoon,17,92.6
Mad Games Tycoon,16,116.83
Mad Games Tycoon,15,91.73
Mad Games Tycoon,14,98.11
Mad Games Tycoon,13,152.73
Mad Games Tycoon,12,65.09
Mad Games Tycoon,11,45.63
Mad Games Tycoon,10,76.27
Mad Games Tycoon,9,59.56
Mad Games Tycoon,8,85.76
Mad Games Tycoon,7,61.93
Mad Games Tycoon,6,63.06
Mad Games Tycoon,5,66.48
Mad Games Tycoon,4,34.37
Mad Games Tycoon,3,50.42
Mad Games Tycoon,2,44.21
Mad Games Tycoon,1,69.42
Medal of Honor(TM) Single Player,104,32.89
Medal of Honor(TM) Single Player,103,56.11
Medal of Honor(TM) Single Player,102,45.06
Medal of Honor(TM) Single Player,101,36.3
Medal of Honor(TM) Single Player,100,28.64
Medal of Honor(TM) Single Player,99,31.11
Medal of Honor(TM) Single Player,98,25.88
Medal of Honor(TM) Single Player,97,35.72
Medal of Honor(TM) Single Player,96,84.68
Medal of Honor(TM) Single Player,95,28.12
Medal of Honor(TM) Single Player,94,33.97
Medal of Honor(TM) Single Player,93,29.03
Medal of Honor(TM) Single Player,92,23.38
Medal of Honor(TM) Single Player,91,32.76
Medal of Honor(TM) Single Player,90,36.63
Medal of Honor(TM) Single Player,89,25.63
Medal of Honor(TM) Single Player,88,26.1
Medal of Honor(TM) Single Player,87,24.76
Medal of Honor(TM) Single Player,86,25.44
Medal of Honor(TM) Single Player,85,35.48
Medal of Honor(TM) Single Player,84,28.01
Medal of Honor(TM) Single Player,83,19.72
Medal of Honor(TM) Single Player,82,21.08
Medal of Honor(TM) Single Player,81,24.7
Medal of Honor(TM) Single Player,80,31.06
Medal of Honor(TM) Single Player,79,33.11
